,庭审程序分类
1481,已审理（简易）
1482,已审理
1483,已受理/立案
1484,已审理（简易）
1485,已审理
1486,其他撤诉
1487,已审理（简易）
1488,已审理（简易）
1489,其他撤诉
1490,已审理（简易）
1491,已审理（简易）
1492,已审理（简易）
1493,已审理（简易）
1494,已审理（简易）
1495,已审理
1496,已审理（简易）
1497,已审理（简易）
1498,已审理（简易）
1499,已受理/立案
1500,已审理（简易）
1501,已审理（简易）
1502,已审理
1503,已审理
1504,其他撤诉
1505,其他撤诉
1506,申请财产保全
1507,已审理（简易）
1508,已审理（简易）
1509,已审理（简易）
1510,已审理
1511,已受理/立案
1512,已审理（简易）
1513,已审理（简易）
1514,已审理（简易）
1515,已审理（简易）
1516,已审理（简易）
1517,已审理（简易）
1518,已审理（简易）
1519,已审理（简易）
1520,已审理（简易）
1521,已审理（简易）
1522,已受理/立案
1523,已受理/立案
1524,已审理（简易）
1525,缺席审判
1526,已审理（简易）
1527,已审理（简易）
1528,已审理（简易）
1529,已审理（简易）
1530,已审理（简易）
1531,已审理（简易）
1532,已审理（简易）
1533,已审理
1534,其他/错误
1535,已审理（简易）
1536,已审理（简易）
1537,已审理（简易）
1538,已审理（简易）
1539,已审理（简易）
1540,已审理（简易）
1541,已审理（简易）
1542,已审理（简易）
1543,已审理（简易）
1544,已受理/立案（简易）
1545,已审理（简易）
1546,已受理/立案
1547,已审理（简易）
1548,已审理（简易）
1549,已审理（简易）
1550,已审理（简易）
1551,已审理（简易）
1552,已审理（简易）
1553,已审理（简易）
1554,已审理（简易）
1555,已审理（简易）
1556,已审理
1557,已审理（简易）
1558,已受理/立案
1559,已审理（简易）
1560,已审理（简易）
1561,已审理
1562,已审理
1563,已审理（简易）
1564,已审理（简易）
1565,已审理（简易）
1566,已审理（简易）
1567,已审理（简易）
1568,已审理（简易）
1569,已审理
1570,已审理（简易）
1571,已受理/立案
1572,已受理/立案
1573,已审理（简易）
1574,已审理（简易）
1575,已受理/立案
1576,已审理（简易）
1577,已审理
1578,已审理
1579,已审理（简易）
1580,已审理（简易）
1581,其他撤诉
1582,已审理
1583,已审理
1584,已审理（简易）
1585,已受理/立案
1586,已审理（简易）
1587,已审理（简易）
1588,已审理（简易）
1589,已审理（简易）
1590,已审理（简易）
1591,已审理（简易）
1592,已审理（简易）
1593,已审理（简易）
1594,其他撤诉
1595,已审理（简易）
1596,已审理（简易）
1597,已审理（简易）
1598,已受理/立案
1599,其他撤诉
1600,已审理（简易）
1601,已审理（简易）
1602,已审理（简易）
1603,已审理（简易）
1604,已审理
1605,已审理（简易）
1606,已审理（简易）
1607,已审理（简易）
1608,已审理（简易）
1609,已审理（简易）
1610,未交费
1611,已审理
1612,已审理（简易）
1613,已审理（简易）
1614,已审理（简易）
1615,已审理（简易）
1616,其他撤诉
1617,已审理
1618,已审理（简易）
1619,已审理
1620,已审理（简易）
1621,已审理（简易）
1622,已审理（简易）
1623,已审理（简易）
1624,已审理（简易）
1625,已审理
1626,已审理（简易）
1627,已审理（简易）
1628,已审理（简易）
1629,已审理（简易）
1630,已审理
1631,已审理（简易）
1632,不公开
1633,已受理/立案
1634,已审理（简易）
1635,已审理
1636,已审理（简易）
1637,已审理（简易）
1638,已审理（简易）
1639,已受理/立案
1640,已受理/立案
1641,其他/错误
1642,已审理（简易）
1643,已审理（简易）
1644,已受理/立案
1645,已审理（简易）
1646,已审理
1647,已审理（简易）
1648,已审理（简易）
1649,未交费
1650,已审理（简易）
1651,已审理（简易）
1652,已审理（简易）
1653,已审理（简易）
1654,已审理（简易）
1655,未交费
1656,已受理/立案
1657,空白
1658,已审理
1659,已受理/立案（简易）
1660,已审理（简易）
1661,已审理（简易）
1662,已审理
1663,已审理（简易）
1664,已审理（简易）
1665,已审理
1666,已审理
1667,已审理
1668,已审理（简易）
1669,已审理
1670,其他撤诉
1671,已受理/立案
1672,已审理（简易）
1673,已审理（简易）
1674,已受理/立案
1675,已审理
1676,已审理（简易）
1677,已审理（简易）
1678,已审理（简易）
1679,已审理（简易）
1680,已审理
1681,未交费
1682,已审理（简易）
1683,已审理
1684,已受理/立案
1685,已审理（简易）
1686,已审理（简易）
1687,已审理（简易）
1688,已审理
1689,已审理（简易）
1690,已审理（简易）
1691,已审理（简易）
1692,已审理（简易）
1693,已审理（简易）
1694,已审理（简易）
1695,已审理（简易）
1696,已审理（简易）
1697,已审理（简易）
1698,已审理（简易）
1699,已受理/立案
1700,已审理（简易）
1701,已审理（简易）
1702,已审理（简易）
1703,已审理（简易）
1704,已审理（简易）
1705,已受理/立案
1706,已审理
1707,已审理（简易）
1708,已受理/立案
1709,已审理（简易）
1710,已审理（简易）
1711,已审理（简易）
1712,已受理/立案
1713,已审理（简易）
1714,已审理（简易）
1715,其他撤诉
1716,已审理
1717,已审理
1718,其他撤诉
1719,已受理/立案
1720,已审理（简易）
1721,已审理（简易）
1722,已审理（简易）
1723,已审理（简易）
1724,已受理/立案
1725,已审理
1726,已审理（简易）
1727,已审理（简易）
1728,已审理（简易）
1729,已审理（简易）
1730,已审理（简易）
1731,其他撤诉
1732,已审理（简易）
1733,已审理（简易）
1734,已审理（简易）
1735,已审理（简易）
1736,已受理/立案
1737,已审理（简易）
1738,已审理（简易）
1739,已审理（简易）
1740,已审理（简易）
1741,已审理（简易）
1742,已受理/立案
1743,已审理
1744,已审理（简易）
1745,已审理（简易）
1746,已审理（简易）
1747,已审理（简易）
1748,已审理（简易）
1749,已审理（简易）
1750,已审理
1751,已审理（简易）
1752,已审理
1753,已审理（简易）
1754,空白
1755,已审理（简易）
1756,已审理（简易）
1757,已审理（简易）
1758,已审理
1759,已审理
1760,已审理（简易）
1761,已审理（简易）
1762,已审理（简易）
1763,已审理（简易）
1764,已审理（简易）
1765,已审理（简易）
1766,已审理
1767,已审理（简易）
1768,其他撤诉
1769,已审理
1770,已审理（简易）
1771,已审理（简易）
1772,已审理（简易）
1773,已审理（简易）
1774,已审理
1775,已审理（简易）
1776,已审理（简易）
1777,已审理（简易）
1778,已审理（简易）
1779,已审理（简易）
1780,已审理
1781,已审理（简易）
1782,已审理（简易）
1783,已审理（简易）
1784,已审理
1785,已审理（简易）
1786,已审理（简易）
1787,已审理（简易）
1788,已审理（简易）
1789,已审理
1790,已审理（简易）
1791,已审理
1792,已审理（简易）
1793,已审理（简易）
1794,已审理（简易）
1795,其他撤诉
1796,已审理（简易）
1797,已审理（简易）
1798,已审理（简易）
1799,已审理（简易）
1800,其他撤诉
1801,已审理（简易）
1802,未交费
1803,已受理/立案
1804,未交费
1805,已审理（简易）
1806,已审理
1807,已审理
1808,不公开
1809,已审理（简易）
1810,已审理（简易）
1811,已审理（简易）
1812,其他撤诉
1813,已审理
1814,已审理（简易）
1815,已审理（简易）
1816,其他撤诉
1817,已审理（简易）
1818,其他/错误
1819,已受理/立案
1820,已审理（简易）
1821,已审理（简易）
1822,已审理（简易）
1823,已审理
1824,已审理（简易）
1825,已审理
1826,已审理
1827,已审理（简易）
1828,已受理/立案
1829,已审理（简易）
1830,已审理（简易）
1831,已受理/立案
1832,已审理（简易）
1833,已审理（简易）
1834,已审理（简易）
1835,已受理/立案
1836,已审理（简易）
1837,已审理（简易）
1838,已受理/立案
1839,已审理
1840,已审理
1841,已审理
1842,已审理（简易）
1843,已审理（简易）
1844,已审理（简易）
1845,已审理
1846,已受理/立案
1847,已审理（简易）
1848,已审理（简易）
1849,已审理（简易）
1850,已受理/立案
1851,已审理（简易）
1852,已审理（简易）
1853,已审理
1854,已审理（简易）
1855,已审理（简易）
1856,已受理/立案
1857,已审理（简易）
